id,projectName,description,date,fundsLost,fundsReturned,chaindIds,category,issueType,token
3327,BonqDAO,"<p><strong>Quick Summary</strong></p><p>The BonqDAO and AllianceBlock suffered a loss of $120 million due to a vulnerability in the BonqDAO smart contract. Trading and liquidity have been suspended to prevent the stolen tokens from being converted into other assets. The Bonq protocol has been suspended and the team is working on a solution to allow users to withdraw the remaining collateral.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>BonqDAO has suffered an exploit where its price oracle was manipulated to increase the WALBT price. The manipulation allowed the attacker to mint over 100 million BEUR. The attacker then manipulated the WALBT price and liquidated multiple troves. The attacker withdrew the illicit gains, 113.8 million WALBT and 98 million BEUR, valued over $10 million. The dumping of these tokens resulted in a major drop in their value, with WALBT dropping by more than 50% and BEUR dropping by 34%.</p><p><br></p><p><strong>Block Data Reference</strong></p><p>Examples of exploit TXs:</p><p>https://polygonscan.com/tx/0x31957ecc43774d19f54d9968e95c69c882468b46860f921668f2c55fadd51b19</p><p>https://polygonscan.com/tx/0xa02d0c3d16d6ee0e0b6a42c3cc91997c2b40c87d777136dedebe8ee0f47f32b1</p><p><br></p><p>Exploiter address:&nbsp;</p><p>https://polygonscan.com/address/0xcacf2d28b2a5309e099f0c6e8c60ec3ddf656642</p><p>https://etherscan.io/address/0xcAcf2D28B2A5309e099f0C6e8C60Ec3dDf656642</p><p><br></p>",2023-02-02,120000000,0,[3],Borrowing and Lending,Oracle Issue,{'name': 'BNQ'}
2364,TheDAO,"<p><strong>Quick Summary</strong></p><p>The DAO ecosystem's smart contract was hacked, and 3,600,000 $ETH was stolen, which leads to the division of the blockchain into Ethereum Classic ($ETC) and Ethereum ($ETH)</p><p><br></p><p><strong>Details of the Exploit</strong><br>1. Propose a split and wait until the voting period expires. (DAO.sol, <u>createProposal</u>).</p><p>2. Execute the split. (DAO.sol, <u>splitDAO</u>).</p><p>3. Let the DAO send your new DAO its share of tokens. (<u>splitDAO</u> -&gt; TokenCreation.sol, <u>createTokenProxy</u>).</p><p>4. Make sure the DAO tries to send you a reward before it updates your balance but after doing (3). (<u>splitDAO</u> -&gt; <u>withdrawRewardFor&nbsp;</u>-&gt; ManagedAccount.sol, <u>payOut</u>).</p><p>5. While the DAO is doing (4), have it run splitDAO again with the same parameters as in (2) (<u>payOut</u> -&gt; <u>_recipient.call.value</u> -&gt; <u>_recipient()</u>).</p><p>6. The DAO will now send you more child tokens and go to withdraw your reward before updating your balance. (DAO.sol, <u>splitDAO</u>).</p><p>7. Back to (5)!</p><p>8. Let the DAO update your balance. Because (7) goes back to (5), it never actually will.</p><p><br></p><p>Deconstructing the constructor arguments that created that child DAO leads us to a curator.<br>That smart contract is just a regular multi-signature wallet, with most of its past transactions being adding/removing owners and other wallet management tasks.<br>The true total funds lost cannot be calculated properly. The mentioned amount is taken from different sources.</p><p><br></p><p><strong>Block Data Reference</strong><br>The malicious DAO creator:<br>https://etherscan.io/address/0x4a574510c7014e4ae985403536074abe582adfc8<br>Start of the drain:<br>https://etherscan.io/tx/0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b<br>The malicious child DAO ""The Dark DAO"":<br>https://etherscan.io/address/0x304a554a310c7e546dfe434669c62820b7d83490<br>The account that executed the transactions behind the split is:<br>https://etherscan.io/address/0xf35e2cc8e6523d683ed44870f5b7cc785051a77d<br>The proposal was created and initiated by account:<br>https://etherscan.io/address/0xb656b2a9c3b2416437a811e07466ca712f5a5b5a at transaction:<br>https://etherscan.io/tx/0x5798fbc45e3b63832abc4984b0f3574a13545f415dd672cd8540cd71f735db56</p><p>Curator address:</p><p>https://etherscan.io/address/0xda4a4626d3e16e094de3225a751aab7128e96526</p>",2016-06-17,50000000,0,[1],Stablecoin,Other,{'name': 'TheDAO'}
2809,Bitfinex (2),"<p><strong>Quick Summary</strong></p><p>The Bitfinex crypto exchange was hacked for more than 94,000 $BTC. Accident was the second-largest breach of crypto exchange up to that time</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>A private key from the BitGo multisignature wallet was leaked (Multi-signature wallets: needs 2 of 3 signatures. Bitfinex held two of the keys (including one offline) and BitGo used the third to co-sign transactions.)<br><br></p><p>BitGo founders mentioned that it was not an issue with their multisig product. So, the most likely scenario was a compromised secret key.<br><br></p><p>After the attack, Bitfinex managed to track some funds and also issued refunds to its customers in the form of equity. All losses from the attack were equally distributed among the users.<br><br>UPDATE<br><br>The Justice Department announced it seized more than $3.6 billion in allegedly stolen cryptocurrency linked to the 2016 hack of Bitfinex. As part of the operation, authorities detained a New York couple on allegations they planned to launder the digital goods:<br>https://www.justice.gov/opa/pr/two-arrested-alleged-conspiracy-launder-45-billion-stolen-cryptocurrency<br><br>Officials said they arrested Ilya Lichtenstein, 34, and his wife, Heather Morgan, 31. Officials said they were able to seize more than 94,000 $BTC, which were valued at around $3.6 billion at the time of seizure.</p>",2016-08-02,65000000,65000000,[],CeFi,Access Control,{'name': None}
2927,Parity (2),"<p><strong>Quick Summary</strong></p><p>Parity multisig wallet has been attacked by a hacker in two transactions, taking profit of $34M.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>The attacker had drained 153,037 ETH from three high-profile multi-signature contracts used to store funds from past token sales. The attacker's address:<br>https://etherscan.io/address/0xb3764761e297d6f121e79c32a65829cd1ddb4d32<br><br>The attacker sent two transactions to each of the affected contracts: the first to obtain exclusive ownership of the MultiSig, and the second to move all of its funds.<br><br>1st transaction (call to <u>initWallet</u>):<br>https://etherscan.io/tx/0x9dbf0326a03a2a3719c27be4fa69aacc9857fd231a8d9dcaede4bb083def75ec<br><br>2nd transaction:<br>https://etherscan.io/tx/0xeef10fc5170f669b86c4cd0444882a96087221325f8bf2f55d6188633aa7be7c<br><br>This function was probably created as a way to extract the wallet’s constructor logic into a separate library. The wallet contract forwards all unmatched function calls to the library using <u>delegatecall</u><br><br>This causes all public functions from the library to be callable by anyone, including <u>initWallet</u>, which can change the contract’s owners. Unfortunately, <u>initWallet</u> has no checks to prevent an attacker from calling it after the contract was initialized. The attacker exploited this and simply changed the contract’s <u>m_owners</u> state variable to a list containing only their address, and requiring just one confirmation to execute any transaction:<br>https://etherscan.io/tx/0x9dbf0326a03a2a3719c27be4fa69aacc9857fd231a8d9dcaede4bb083def75ec<br><br>After that, the attacker executed the function to send all funds to an account controlled by the attacker:<br>https://etherscan.io/tx/0xeef10fc5170f669b86c4cd0444882a96087221325f8bf2f55d6188633aa7be7c</p><p><br></p><p><strong>Block Data Reference</strong></p><p>Attacker address:</p><p>https://etherscan.io/address/0xb3764761e297d6f121e79c32a65829cd1ddb4d32</p><p><br></p>",2017-07-19,34000000,0,[1],Other,Other,{'name': None}
2920,Tether,"<p>Tether, the company behind a dollar-pegged cryptocurrency commonly utilized in the market's exchange trade, claimed that its systems were hacked and that $30 million in tokens were taken.<br><br>Tether accused the loss of $30,950,010 USDT on a ""malicious activity by an external hacker"" in a post on the project's website (which has since been deleted). Tether, originally known as Realcoin until being rebranded, attempts to act as a proxy for the US dollar that may be moved between exchanges, most notably Bitfinex, Poloniex, and other marketplaces without fiat trade.<br><br>In response, Tether stated that it will act quickly to guarantee that the stolen funds are not traded or otherwise introduced back into the cryptocurrency economy.<br><br>The company stated:<br>""$30,950,010 USDT was removed from the Tether Treasury wallet on Nov. 19, 2017 and sent to an unauthorized bitcoin address. As Tether is the issuer of the USDT managed asset, we will not redeem any of the stolen tokens, and we are in the process of attempting token recovery to prevent them from entering the broader ecosystem""</p>",2017-11-19,30950010,0,[1],Stablecoin,Other,{'name': None}
2919,NiceHash,"<p><strong>Quick Summary</strong></p><p>Crypto-mining marketplace NiceHash reported about a hack on their website. 64,000,000 worth $BTC was stolen.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>NiceHash is a Slovenia-based cryptocurrency-mining marketplace. The project confirmed that its website was breached and the payment system compromised, with the contents stored in its Bitcoin wallet stolen. The losses reportedly amount to nearly 4,700 $BTC or 64,000,000 $USD.<br><br>NiceHash posted a statement on its website addressing the incident. “Unfortunately, there has been a security breach involving the NiceHash website. We are currently investigating the nature of the incident and, as a result, we are stopping all operations for the next 24 hours.”</p><p><br></p><p><strong>Block Data Reference</strong><br>The hacker's address:<br>https://www.blockchain.com/btc/address/1EnJHhq8Jq8vDuZA5ahVh6H4t6jh1mB4rq</p>",2017-12-06,64000000,0,[],CeFi,Other,{'name': None}
2915,Blockchain.com,"<p><strong>Quick Summary</strong></p><p><span style='color: rgb(65, 65, 65); font-family: ""Open Sans"", sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>The Ukrainian hacker group Coinhoarder stole more than $50 million worth of cryptocurrency from the well-known cryptocurrency wallet Blockchain.info, according to a report by Cisco’s information security subsidiary Talos.</span></p><p><br></p><p><strong>Details of the Exploit</strong><br>The report describes how hackers used a ""very simple"" but very dangerous technique to deceive victims. Hackers buy cryptocurrency-related keyword ads on Google’s search engine, “poison” users’ search results, and then steal assets from cryptocurrency wallets. This means that when people search for keywords such as ""blockchain"" or ""bitcoin wallet"" on Google, they will see links to malicious websites masquerading as legitimate websites.<br><br>These malicious links may be ""blockchien.ino/wallet"" or ""block-clain.info"". After clicking on these links, the user is taken to a landing page that mimics the real website. According to Cisco's report, genuine websites rank lower than malicious links in Google's search engine rankings.</p>",2018-02-19,50000000,0,[],CeFi,Access Control,{'name': None}
2911,Coinrail,"<p>Coinrail, a cryptocurrency exchange located in South Korea, said that its platform had been hacked, with some reports claiming it lost up to $40 million in cryptocurrencies as a result of the incident.<br><br>According to its website, the exchange has already suspended operations following what it calls a ""cyber intrusion,"" which resulted in the theft of a variety of ERC-20-based tokens from the platform.<br><br>The hacker's address:<br>https://etherscan.io/address/0xf6884686a999f5ae6c1af03db92bab9c6d7dc8de</p>",2018-06-10,40000000,0,[],CeFi,Access Control,{'name': None}
2910,Bithumb (2),"<p>Hackers have stolen cryptocurrencies worth $30 million from South Korea's leading virtual currency exchange Bithumb. As a result, all deposits and payments have been suspended.<br><br>The exchange stated: ""We checked that some of cryptocurrencies valued about $30,000,000 was stolen. Those stolen cryptocurrencies will be covered from Bithumb and all of assets are being transferring to cold wallet.”<br><br>Bithumb moved a large amount of Ethereum to its cold wallet when they recently noticed abnormal access.</p>",2018-06-19,30000000,0,[],CeFi,Access Control,{'name': None}
2549,Bancor,"<p>A wallet used to upgrade some smart contracts was compromised. This compromised wallet was then used to withdraw ETH from the BNT smart contract in the amount of 24,984 ETH (~12.5M). The same wallet also stole:<br>229,356,645 NPXS (~$1M)<br>3,200,000 BNT (~$10M)<br><br>The transaction, where Bancor Converter smart contract transfers Bancor's ETH into the external wallet, marked as Phishing1701, after calling the <u>withdrawTokens</u>() function:<br>https://etherscan.io/tx/0xf9fe97d642705fa016c4f8d11ea13ce581ba75c57ac455586254e15d915e9bde<br><br>Phishing1701 received additional 1,950 ETH from the external address at:<br>https://etherscan.io/tx/0xfdb8d337b4b96d186375355bc0231ad4ee04ab2556fb9628bbf382343cb2c833<br><br>Bancor's ETH was converted into Ether by the Phishing1701 at:<br>https://etherscan.io/tx/0x43a964e635f31b0cc329db6f980f09096054e4e3a627c85654852fd026b92ba0<br><br>Phishing1701 transfers ETH into the Phishing1702 wallet at:<br>https://etherscan.io/tx/0x4a47e32d4e1f90457b65b73bff0770caa6810880ad50a2f03a62d8a525b62b9f<br><br>Phishing1702 transfers ETH into the Phishing1703 at:<br>https://etherscan.io/tx/0x2c281aa4ee30d4d0a5dcd77bb80bc66f13d027bb828f5e4b3be7ff8bd47999a2<br><br>Phishing1703 transfers ETH into the Bancor hacker's wallet:<br>https://etherscan.io/tx/0x1890d018b54fc773ca153701f64b0668d278e15ee9f99abad11635d24ec0babe<br><br>The hacker transfers ETH into the external wallet at:<br>https://etherscan.io/tx/0x492650541da5a2839e3314885fae541e68932a5410eb708f843a250e2863d57d<br><br>The ETH recipient then transfers ETH to another external wallet multiple times, the next recipient deposits ETH into the Huobi exchange:<br>https://etherscan.io/address/0xd294ac18b524ff59ab7fffcbd459f11128220550</p>",2018-07-09,23500000,0,[1],Exchange (DEX),Other,{'name': 'BNT'}
2908,Zaif,"<p><strong>Quick Summary</strong></p><p>Licensed Japanese crypto exchange Zaif was hacked, and 59,000,000 $USD worth of assets was stolen in $BTC, $BCH and MonaCoin</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>The licensed exchange, called Zaif, is operated by the Tech Bureau. It said on Thursday that the exchange first noticed an unusual outflow of funds on the platform around 17:00 Japan time on September 14, after which the company suspended asset deposit and withdrawal services.<br><br>Tech Bureau explained that after further investigation, it discovered that hackers with unauthorized access to the exchange's hot wallets had stolen roughly $60 million in Bitcoin, Bitcoin Cash, and MonaCoin. That being said, the exact amount of bitcoin cash stolen remains unknown.<br><br>Tech Bureau said given the nature of the unauthorized fund access, it has filed the incident as a criminal case to local authorities for further investigation.</p>",2018-09-14,59000000,0,[],CeFi,Access Control,{'name': None}
2902,Coinbin,"<p>The employee of Coinbin allegedly had access to private keys and was able to siphon off funds from multiple accounts. As a result, Coinbin filed for bankruptcy and shut down while still owing users funds.</p>",2019-02-20,26000000,0,[],CeFi,Access Control,{'name': None}
2898,CoinBene,"<p>CoinBene admitted to being targeted by hackers. The platform said that all funds are ""100% secure"" and promised that if any users lost funds, they'll be compensated in full.<br><br>However, on social media, some industry experts have contested the company's assessment that no funds were taken.<br><br>Cryptocurrency expert Nick Schteringard said on Twitter yesterday, that the hacker appears to have stolen roughly $6 million in Coinbene Coin and $39 million in Maximine Coin, which it later dumped on the market:<br>https://twitter.com/schteringard/status/1110535324793536513<br><br>The attacker's addresses:<br>https://etherscan.io/address/0x6585329751de1140d68bd6cad1b46ebec1131f75<br>https://etherscan.io/address/0xb3df999c5dc026dea265aeb02b8519844c9b6d5e</p>",2019-03-26,45000000,0,[],CeFi,Access Control,{'name': None}
2895,Binance,"<p>Binance's hot wallet was hacked. The breach resulted in about 7,074 bitcoins (BTC) — worth nearly $42.8 million — being stolen from the exchange’s hot wallet. The transaction had 44 outputs, 21 of which were native Segregated Witness addresses, and those addresses received 99.97% of the funds:<br>https://www.blockchain.com/btc/tx/e8b406091959700dbffcff30a60b190133721e5c39e89bb5fe23c5a554ab05ea<br><br>The funds from those 44 addresses have been reported since moved to seven addresses, six of which hold 1,060.6 BTC, while one holds 707.1 BTC. Previously, anti-money laundering and counter-terrorist financing firm Confirm had reported that its analysis showed how 1,227 BTC were moved to two new addresses, one holding 707 coins, while the other one was 520:<br>https://twitter.com/Coinfirm_io/status/1126116760732749824</p>",2019-05-07,41700000,0,[],CeFi,Access Control,{'name': None}
2885,Bitmarket,"<p>As of July 8, visitors to the Bitmarket website are greeted by this message in both Polish and English:<br><br>“We regret to inform you that due to the loss of liquidity, [from] 08/07/2019, Bitmarket.pl/net was forced to cease its operations. We will inform you about further steps.”<br><br>The situation has left customers to speculate and try to dig up any evidence they can to figure out what’s happened. In a Reddit post following the news, Reddit user OdoBanks noted several red flags in the final days before the exchange went offline. Users were forced to change passwords and API keys, withdrawals were also “halted on the basis of additional KYC requirements.”</p>",2019-07-08,27100000,0,[],CeFi,Rugpull,{'name': None}
2884,Bitpoint,"<p>On July 12, 2019, Tokyo-headquartered cryptocurrency exchange Bitpoint promptly suspended its services after noticing an error in the outgoing funds transfer system. Soon, an official announcement followed, revealing that the trading platform had lost around 3.5 billion yen (roughly $32 million) as a result of a security breach.<br><br>The breach occurred due to unauthorized access to the private keys of its hot wallet</p>",2019-07-12,32000000,0,[],CeFi,Access Control,{'name': None}
2880,Upbit,"<p><strong>Quick Summary</strong></p><p>On November 27, 2019, 342,000 ETH was transferred from the Upbit Ethereum hot wallet to an unknown wallet.</p><p><br></p><p><strong>Block Data Reference</strong><br style=""color: rgb(102, 102, 102); font-family: &quot;Noto Sans KR&quot;; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">The address of the unknown wallet:<br>https://etherscan.io/address/0xa09871aeadf4994ca12f5c0b6056bbd1d343c029</p>",2019-11-27,51200000,0,[],CeFi,Access Control,{'name': None}
2580,Lendf.Me,"<p>The attacker's address:<br>https://etherscan.io/address/0xa9bf70a420d364e923c74448d9d817d3f2a77822<br><br>The particular malicious transaction:<br>https://etherscan.io/tx/0xae7d664bdfcc54220df4f18d339005c6faf6e62c9ca79c56387bc0389274363b<br><br>The deposit function, i.e., <u>supply</u>() in Lendf.Me, is hooked by embedding an extra <u>withdraw</u>() function, which has the effect of raising the attacker's internal record of imBTC collateral amount without actually depositing the amount.<br><br>The reasoning for this is that the attacker did first deposit a specific quantity of imBTC into Lendf.Me. However, in the second <u>supply</u>(), the attacker not only supplied 0.00000001 imBTC but also <u>withdraw</u>() 290 imBTC within the hook by hijacking the <u>transferFrom</u>() function within <u>doTransferIn</u>(). As a consequence, 290 imBTC were deducted from the attacker's balance under the integrated <u>withdraw</u>(). When the execution returned to supply(), however, the balance was reset to 290 imBTC. This is how the attacker modifies the internal record of the imBTC collateral amount in Lendf.Me. With a big enough collateral value, the attack can thus borrow all available assets from multiple liquidity pools.<br><br>The withdrawal of the funds by the attacker:<br>https://etherscan.io/tx/0x9a5899d2151d84a9a8dccd1b1a03abbdf91ea83b1f78f3c631b858c20658c12d</p>",2020-04-19,25236849,25236849,[1],Borrowing and Lending,Other,{'name': 'USDx'}
749,Harvest Finance,<p>The attacker used flash loans to steal $33.8 million from the FARM_USDT and FARM_USDC pools at:</p><p>https://etherscan.io/tx/0x9d093325272701d63fdafb0af2d89c7e23eaf18be1a51c580d9bce89987a2dc1/advanced<br><br>Detailed transaction analysis:</p><p>https://ethtx.info/mainnet/0x9d093325272701d63fdafb0af2d89c7e23eaf18be1a51c580d9bce89987a2dc1<br><br>The attacker:<br>- swapped 11.4m USDC to USDT -&gt; USDT price up<br><br>- deposited 60.6m USDT into Vault<br><br>- exchanged 11.4m USDT to USDC -&gt; USDT price down<br><br>- withdrew 61.1m USDT from Vault -&gt; 0.5m profit<br><br>- repeated 32 times<br><br>- converted to renBTC and exited to BTC / ETH via Tornado Cash.</p><p>https://app.zerion.io/0x3811765a53c3188c24d412daec3f60faad5f119b/history</p>,2020-10-26,24000000,2500000,[1],Yield Aggregator,Flash Loan Attack,{'name': 'FARM'}
733,Alpha Finance Lab,"<p>The attacker:<br>- swapped ETH for UNI, and supplied ETH + UNI to the Uniswap pool (obtaining ETH/UNI LP token). In the same tx, they swapped ETH for sUSD on Uniswap and deposited sUSD to Cream’s Iron Bank (getting cysUSD) https://etherscan.io/tx/0x4441eefe434fbef9d9b3acb169e35eb7b3958763b74c5617b39034decd4dd3ad<br><br>- borrowed 1000e18 sUSD, deposited UNI-WETH LP to WERC20, and used as collateral (to bypass the collateral &gt; borrow check). The attacker had 1000e18 sUSD debt shares (because the EOA is the first borrower) https://etherscan.io/tx/0xcc57ac77dc3953de7832162ea4cd925970e064ead3f6861ee40076aca8e7e571<br><br>- repaid 1000000098548938710983 sUSD (actual debt with interest accrued is 1000000098548938710984 sUSD), resulting in a repay share of 1 less than the total share. As a result, the attacker's EOA now has 1 minisUSD debt and 1 debt share. https://etherscan.io/tx/0xf31ee9d9e83db3592601b854fe4f8b872cecd0ea2a3247c475eea8062a20dd41<br><br>- called resolveReserve on sUSD bank, accruing 19709787742196 debt, while totalShare remained 1. Current state: totalDebt = 19709787742197, while totalShare = 1 https://etherscan.io/tx/0x98f623af655f1e27e1c04ffe0bc8c9bbdb35d39999913bedfe712d4058c67c0e<br><br>- borrowed 19709787742196 minisUSD and transferred to their EOA (repeated 16 times, each time doubling the borrowed amount). Each borrow is 1 less than the totalDebt value, causing the corresponding borrow share = 0, so the protocol treats this as no debt borrowing. At the end of the tx, the EOA deposited 19.54 sUSD to Cream’s Iron Bank. https://etherscan.io/tx/0x2e387620bb31c067efc878346742637d650843210596e770d4e2d601de5409e3<br><br>- continued the process: repeated the borrowing 10 times, each time doubling the borrowed amount). At the end of the tx, the EOA deposited 1321 sUSD to Cream’s Iron Bank. https://etherscan.io/tx/0x64de824a7aa339ff41b1487194ca634a9ce35a32c65f4e78eb3893cc183532a4<br><br>- flash loaned from Aave (borrowing 1,800,000 USDC), swapped 1,800,000 USDC to 1,770,757.56254472419047906 sUSD, and deposited to Cream to have enough liquidity for the EOA to borrow using the custom spell. Continued doubling the sUSD borrow from 1,322.70 sUSD to 677,223.15 sUSD (total of 10 times). Swapped 1,353,123.59 sUSD to 1,374,960.72 USDC on Curve. Borrowed 426,659.27 USDC from Cream (since the EOA deposited sUSD already in step b.) https://etherscan.io/tx/0x7eb2436eedd39c8865fcc1e51ae4a245e89765f4c64a13200c623f676b3912f9<br><br>- repeated the previous step but with 10M USDC (no USDC borrowing at the end) https://etherscan.io/tx/0xd7a91172c3fd09acb75a9447189e1178ae70517698f249b84062681f43f0e26e<br><br>- repeated with 10M USDC (no USDC borrowing at the end) https://etherscan.io/tx/0xacec6ddb7db4baa66c0fb6289c25a833d93d2d9eb4fbe9a8d8495e5bfa24ba57<br><br>- borrowed 13,244.63 WETH + 3.6M USDC + 5.6M USDT + 4.26M DAI. Supplied the stablecoins to Aave (to get aTokens, so USDC &amp; USDT can’t be frozen), supplied aDAI, aUSDT, aUSDC to Curve a3Crv pool https://etherscan.io/tx/0x745ddedf268f60ea4a038991d46b33b7a1d4e5a9ff2767cdba2d3af69f43eb1b<br><br>- added a3Crv LP token to Curve’s liquidity gauge https://etherscan.io/tx/0xc60bc6ab561af2a19ebc9e57b44b21774e489bb07f75cb367d69841b372fe896<br><br>- the rest of the transactions are supplying to Tornado Cash, GitCoin Grants. 1k ETH is sent to each of Cream’s and Alpha’s deployer addresses.</p>",2021-02-13,37500000,3700000,[1],Other,Flash Loan Attack,{'name': 'ALPHA'}
2368,Meerkat Finance,"<p><strong>Quick Summary</strong></p><p>Meerkat Finance was allegedly rug pulled by its team or an external attacker for the amount of $32 million through proxy upgradable smart contracts.</p><p><br></p><p><strong>Details of the Exploit</strong></p><p>Meerkat Finance was a fork of the successful Alpaca Finance project. Essentially, Meerkat Finance was a lending and yield aggregation protocol offering its users yield through lending assets or pledging assets to the platforms vaults. The vaults would pursuit automated investment strategies.</p><p>This rekt case gained traction when the contract deployer invoked the <u>upgradeTo</u>() function, setting new implementation to the BUSD Vault at:<br>https://bscscan.com/tx/0xf19fa4bcff4adaebeddd28c851458ba0f01ffedd52b62df56ace94e7c8842553<br>The contract deployer also invoked the <u>upgradeTo</u>() function, setting new implementation to WBNB Vault at:<br>https://bscscan.com/tx/0x063970f8625f250101a7da8abf914748cf8eaaaa9458041f1928501accfe5<br><br>This altered the vault logic, introducing two new functions that were not included in the earlier implementations. This is where the real danger of proxy upgradable smart contracts lies. Code is king in DeFi and rather than trusting mediators users of DeFi can trust the code. However, when the code becomes changeable and upgradable by a centralized entity without governance by the token holder, the story changes.<br><br>An external address, marked as Fake_Phishing 17, invoked <u>init</u>() function to the Vaults through the proxy contract at:<br>https://bscscan.com/tx/0xfcf48681e382e9f9cc1d6a64ff30487306f6b869924c6594075fcc86b3b21f5d<br>https://bscscan.com/tx/0x5050d0f2f2d4d8ea76b04f25b1ee04b04d2b7beb6dafc6921672eaa448345027<br><br>According to decompiled bytecode, this function sets the address on storage slot 0 to the address provided to the function. There’s no permission check, making this newly added function the backdoor into the vaults.<br><br>The attacker called method <u>0x70fcb0a7</u> on BUSD Vault to transfer out 13,968,039 BUSD at:<br>https://bscscan.com/tx/0x1332fadcc5378b1cc90159e603b99e0b73ad992b1e6389e012af3872c8cae27d<br><br>The attacker called method <u>0x70fcb0a7</u> on WBNB Vault to transfer out 73,635 WBNB at:<br>https://bscscan.com/tx/0xd8145dfe255a671428b9c082a006a145fe58d82175671e8bfbe02f4040ae8cd0</p><p data-v-51e0c2ec=""""><br></p><p style=""margin:0cm;background:white;""><strong>Block Data Reference</strong></p><p style=""margin:0cm;background:white;"">BUSD Vault:</p><p style=""margin:0cm;background:white;"">https://bscscan.com/address/0x7e0c621ea9f7afd5b86a50b0942eaee68b04a61c</p><p style=""margin:0cm;background:white;"">BNB Vault:</p><p style=""margin:0cm;background:white;"">https://bscscan.com/address/0x639f18c72b6a017bdd209c161d1617c9481a1e4d</p><p style=""margin:0cm;background:white;"">External Hacker Address (Fake_Phishing 17):</p><p style=""margin:0cm;background:white;"">https://bscscan.com/address/0x9542966f1114eaa5859201aa8d34358bfedbfa79</p>",2021-03-04,30883780,0,[2],Yield Aggregator,Rugpull,{'name': 'MKAT'}
125,Paid Network (old),<p>The contract deployer transferred the ownership to the external address through the ProxyAdmin contract calling the <u>newOwner</u>() function at:<br>https://etherscan.io/tx/0x733dd279b3d24f3415f3850b8eceafc651c1998163dcd0352b9e83c46e2b33d9<br><br>The external wallet invoked <u>mint</u>() function to generate new tokens onto his wallet at:<br>https://etherscan.io/tx/0x4bb10927ea7afc2336033574b74ebd6f73ef35ac0db1bb96229627c9d77555a0<br><br>The external wallet started to sell tokens in the following transactions:<br>https://etherscan.io/address/0x18738290af1aaf96f0acfa945c9c31ab21cd65be#tokentxns<br><br>Stolen funds were deposited to the Tornado Cash mixer:<br>https://bloxy.info/txs/calls_from/0x18738290af1aaf96f0acfa945c9c31ab21cd65be?signature_id=994162&amp;smart_contract_address_bin=0x722122df12d4e14e13ac3b6895a86e84145b6967</p>,2021-03-05,27418034,0,[1],Other,Other,{'name': 'PAID'}
2365,EasyFi,"<p><strong>Quick Summary</strong></p><p>EasyFi project's admin keys and mnemonics were stolen during the sophisticated remote attack. The hacker used keys to stole user's deposits in several protocol pools.</p><p><br><strong>Details of the Exploit</strong><br>The admin keys of the contract deployer were compromised by the attacker remotely. The attacker withdrew the user's deposits from the protocol pools, namely from the USDT/USDC/Matic/ETH/DAI markets. In addition, around 2.98 Million EASY were stolen from the protocol's contracts.<br>EasyFi smart contracts were not exploited. The hacker used renBTC and WBTC to move the funds via the dark pool to hide the traces.</p><p><br></p><p><strong>Block Data Reference</strong></p><p>The attacker's address:<br>https://etherscan.io/address/0x83a2EB63B6Cc296529468Afa85DbDe4A469d8B37</p><p>Transaction:</p><p><span style='color: rgb(65, 65, 65); font-family: ""Open Sans"", sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>https://bloxy.info/txs/transfers_to/0x83a2eb63b6cc296529468afa85dbde4a469d8b37?currency_id=548460</span></p>",2021-04-19,59000000,0,[1],Borrowing and Lending,Access Control,{'name': 'EASY'}
